"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid"
"257","Star_Rainbow","OG0001548","Ofaveolata018113","Ssiderea001921",1.63859280471191,2.47508979297207,NA,"axonal fasciculation",NA,"Signal transduction mechanisms"
"258","Star_Rainbow","OG0001606","Ofaveolata034190","Ssiderea051003",2.67667399460545,2.8904380205762,"phosphatidylserine decarboxylase","phosphatidylserine decarboxylase","Lipid transport and metabolism","Lipid transport and metabolism"
"259","Star_Rainbow","OG0002339","Ofaveolata024971","Ssiderea021220",1.60178291250108,1.98732253054941,"Synaptic vesicle membrane protein VAT-1 homolog","Synaptic vesicle membrane protein VAT-1 homolog","Energy production and conversion","Energy production and conversion"
"260","Star_Rainbow","OG0002395","Ofaveolata030986","Ssiderea006565",2.4031651575112,1.87055476470678,"fibroblast growth factor-activated receptor activity","fibroblast growth factor-activated receptor activity","Signal transduction mechanisms","Signal transduction mechanisms"
"261","Star_Rainbow","OG0002913","Ofaveolata021947","Ssiderea023505",-1.29692458209261,1.76137844088792,"May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity","May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity","Signal transduction mechanisms","Signal transduction mechanisms"
"262","Star_Rainbow","OG0002975","Ofaveolata022455","Ssiderea050136",-1.29905353511443,2.23364974482043,"laminin subunit","Receptor binding. It is involved in the biological process described with regulation of cell migration","Extracellular structures","Extracellular structures"
"263","Star_Rainbow","OG0003070","Ofaveolata011218","Ssiderea050623",9.20068352193641,2.40348100125632,NA,"Nucleus accumbens associated 1, BEN and BTB (POZ) domain containing",NA,"Function Unknown"
"264","Star_Rainbow","OG0005725","Ofaveolata023015","Ssiderea014817",1.08062244071503,1.14298704178418,"o-methyltransferase","o-methyltransferase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"265","Star_Rainbow","OG0005766","Ofaveolata027573","Ssiderea042303",1.66250631637304,1.21297909751406,"Threonine dehydratase","Threonine dehydratase","Amino acid transport and metabolism","Amino acid transport and metabolism"
"266","Star_Rainbow","OG0006218","Ofaveolata030092","Ssiderea054260",-1.11931038529715,1.05644350183708,"9-cis retinoic acid receptor activity","9-cis retinoic acid receptor activity","Transcription","Transcription"
"267","Star_Rainbow","OG0006562","Ofaveolata023847","Ssiderea041541",-1.22707765741159,-1.68184613273236,NA,"DBH-like monooxygenase protein 1",NA,"Amino acid transport and metabolism"
"268","Star_Rainbow","OG0006612","Ofaveolata028571","Ssiderea057950",1.19756140043822,-1.20709725017108,"calcium ion binding","calcium ion binding","",""
"269","Star_Rainbow","OG0006638","Ofaveolata005433","Ssiderea000222",1.99754078154413,2.13419885304895,"Chromosome 5 open reading frame 63","It is involved in the biological process described with metabolic process","Energy production and conversion","Function Unknown"
"270","Star_Rainbow","OG0006643","Ofaveolata017575","Ssiderea018481",-1.06427920435928,1.60110775912091,"Belongs to the sterol desaturase family","lathosterol oxidase activity","Lipid transport and metabolism","Lipid transport and metabolism"
"271","Star_Rainbow","OG0007445","Ofaveolata005254","Ssiderea015912",1.90010655630957,1.10374201305498,"ornithine carbamoyltransferase activity","ornithine carbamoyltransferase activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"272","Star_Rainbow","OG0007668","Ofaveolata034325","Ssiderea052904",1.16954235134136,1.7916723441275,"nucleic acid-templated transcription","nucleic acid-templated transcription","RNA processing and modification","RNA processing and modification"
"273","Star_Rainbow","OG0007991","Ofaveolata015836","Ssiderea033795",-2.68501223996146,1.51557885643862,"transmembrane transport","transmembrane transport",NA,"Function Unknown"
"274","Star_Rainbow","OG0008350","Ofaveolata017291","Ssiderea046616",2.39808119305432,1.05481828247579,"Acyl-CoA synthetase long-chain family member","Acyl-CoA synthetase long-chain family member","Lipid transport and metabolism","Lipid transport and metabolism"
"275","Star_Rainbow","OG0009167","Ofaveolata002576","Ssiderea013042",-1.83776603301817,-1.3092891988038,"CD5 molecule-like","scavenger receptor activity","Signal transduction mechanisms","Signal transduction mechanisms"
"276","Star_Rainbow","OG0009949","Ofaveolata017015","Ssiderea052635",1.40185417606158,-5.16224309653233,"microtubule motor activity","microtubule motor activity","Cytoskeleton","Cytoskeleton"
"277","Star_Rainbow","OG0010221","Ofaveolata023174","Ssiderea014617",1.84235632239585,2.77334633152329,"fucose metabolic process","fucose metabolic process","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"278","Star_Rainbow","OG0010707","Ofaveolata003364","Ssiderea049274",-1.81496956351827,-2.03905251592058,NA,"Cyclodipeptide synthase",NA,"Function Unknown"
"279","Star_Rainbow","OG0011098","Ofaveolata025755","Ssiderea055622",-1.91658945323432,-1.90122396087079,"negative regulation of sequestering of triglyceride","negative regulation of sequestering of triglyceride",NA,"Function Unknown"
"280","Star_Rainbow","OG0011115","Ofaveolata006719","Ssiderea032352",1.14150330134896,-1.83344916424958,"tRNA methylation","tRNA methylation","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"281","Star_Rainbow","OG0011729","Ofaveolata010493","Ssiderea019532",1.88931964418956,-1.02680405608719,"negative regulation of heat generation","cyclic nucleotide-gated ion channel activity",NA,"Inorganic ion transport and metabolism"
"282","Star_Rainbow","OG0011860","Ofaveolata005470","Ssiderea052528",-1.02697014328466,1.73514520291661,NA,NA,NA,NA
"283","Star_Rainbow","OG0011936","Ofaveolata023203","Ssiderea046063",1.45709558919615,1.19144568500434,"ribosomal protein S23","Structural constituent of ribosome. It is involved in the biological process described with","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"284","Star_Rainbow","OG0012289","Ofaveolata015425","Ssiderea055429",-2.21028653202439,1.17483603925386,"Mannose-6-phosphate receptor","Mannose-6-phosphate receptor",NA,"Function Unknown"
"285","Star_Rainbow","OG0013173","Ofaveolata027056","Ssiderea042129",-1.29215692348918,3.462720694183,"metalloendopeptidase activity","Disintegrin and metalloproteinase domain-containing protein 12","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"286","Star_Rainbow","OG0013207","Ofaveolata001053","Ssiderea022298",2.60411943380464,-2.57532235548035,"Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes","Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes","",""
"287","MacN_Rainbow","OG0000159","Ofaveolata035798","Ssiderea034404",-1.56877928527034,1.25621962974871,"carbohydrate binding","carbohydrate binding","",""
"288","MacN_Rainbow","OG0000163","Ofaveolata023831","Ssiderea045838",4.26257813403711,2.14548921077375,NA,NA,NA,NA
"289","MacN_Rainbow","OG0000217","Ofaveolata002958","Ssiderea023623",-1.23994879799465,2.26713230662688,NA,"endocytosis",NA,"Signal transduction mechanisms"
"290","MacN_Rainbow","OG0000233","Ofaveolata024356","Ssiderea045997",1.60643461726735,-4.72739981779107,"FAD dependent oxidoreductase","FAD dependent oxidoreductase","Amino acid transport and metabolism","Amino acid transport and metabolism"
"291","MacN_Rainbow","OG0000237","Ofaveolata027123","Ssiderea025805",-1.05189530108983,1.03076976058097,"Receptor-type tyrosine-protein phosphatase","Receptor-type tyrosine-protein phosphatase","Signal transduction mechanisms","Signal transduction mechanisms"
"292","MacN_Rainbow","OG0000279","Ofaveolata024964","Ssiderea021212",1.32312384852808,1.62445675602259,"cysteine-type endopeptidase activity","cysteine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"293","MacN_Rainbow","OG0000421","Ofaveolata032911","Ssiderea027777",-1.21101482423889,1.16955905963849,"guanylate cyclase activity","Adenylyl- / guanylyl cyclase, catalytic domain","Signal transduction mechanisms","Signal transduction mechanisms"
"294","MacN_Rainbow","OG0000444","Ofaveolata026424","Ssiderea038632",-3.32503498122226,8.01788115735288,"zinc ion binding","zinc ion binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"295","MacN_Rainbow","OG0000453","Ofaveolata015496","Ssiderea056037",-1.90069969310308,-3.53790306697618,NA,NA,NA,NA
"296","MacN_Rainbow","OG0000533","Ofaveolata035093","Ssiderea60971",-1.56735844128438,-1.62826446049086,"transposition, RNA-mediated","transposition, RNA-mediated","Replication, recombination and repair","Replication, recombination and repair"
"297","MacN_Rainbow","OG0000570","Ofaveolata001035","Ssiderea022318",1.57803641301286,-2.69024188695207,"fibroblast growth factor-activated receptor activity","fibroblast growth factor-activated receptor activity","Signal transduction mechanisms","Signal transduction mechanisms"
"298","MacN_Rainbow","OG0000616","Ofaveolata024831","Ssiderea016706",-1.76498701264041,1.98395557548671,NA,"C-terminal of Roc, COR, domain",NA,"Signal transduction mechanisms"
"299","MacN_Rainbow","OG0000633","Ofaveolata019961","Ssiderea057815",1.44691315163294,-2.61773715137153,"ATP-binding cassette, subfamily B (MDR TAP), member","ATP-binding cassette, subfamily B (MDR TAP), member","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
"300","MacN_Rainbow","OG0000861","Ofaveolata027502","Ssiderea047867",-1.76910118677219,3.81306703436712,"Belongs to the peptidase M10A family","Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"301","MacN_Rainbow","OG0000980","Ofaveolata015386","Ssiderea038323",-2.24463744101042,-1.33046201071182,"BIR domain binding","Caspase 9, apoptosis-related cysteine protease","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning"
"302","MacN_Rainbow","OG0001014","Ofaveolata018880","Ssiderea002982",1.01591044479693,2.61508537117355,"L-glutamate import across plasma membrane","L-glutamate import across plasma membrane","Amino acid transport and metabolism","Amino acid transport and metabolism"
"303","MacN_Rainbow","OG0001035","Ofaveolata013447","Ssiderea000550",-1.8550501207852,3.27563052249445,"ammonium transmembrane transporter activity","ammonium transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"304","MacN_Rainbow","OG0001060","Ofaveolata021998","Ssiderea023406",1.39149813585305,-6.65049518484774,"tumor necrosis factor-activated receptor activity","Tumor necrosis factor receptor / nerve growth factor receptor repeats.","Signal transduction mechanisms","Function Unknown"
"305","MacN_Rainbow","OG0001068","Ofaveolata035843","Ssiderea000261",3.33853086071329,4.21279418113685,"transcription regulator activity","DNA-binding transcription factor activity, RNA polymerase II-specific","Translation, ribosomal structure and biogenesis","Function Unknown"
"306","MacN_Rainbow","OG0001135","Ofaveolata029868","Ssiderea024098",-1.60360245611224,-3.83086845149749,"SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.","positive regulation of epithelial to mesenchymal transition",NA,"Function Unknown"
"307","MacN_Rainbow","OG0001135_1","Ofaveolata029867","Ssiderea039160",1.41918016856167,1.78241428650106,"positive regulation of epithelial to mesenchymal transition","positive regulation of epithelial to mesenchymal transition",NA,"Function Unknown"
"308","MacN_Rainbow","OG0001173","Ofaveolata030656","Ssiderea013904",-1.64856059357195,9.74810932675267,"Crystallin, zeta (quinone reductase)","Crystallin, zeta (quinone reductase)","Energy production and conversion","Energy production and conversion"
"309","MacN_Rainbow","OG0001499","Ofaveolata028713","Ssiderea042784",-1.14785834144092,-3.07768422470081,"Lamin Tail Domain","structural molecule activity","",""
"310","MacN_Rainbow","OG0001510","Ofaveolata026785","Ssiderea018341",1.88410249066145,-3.12548518765226,"dipeptidyl-peptidase activity","dipeptidyl-peptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"311","MacN_Rainbow","OG0001545","Ofaveolata031665","Ssiderea006828",-1.92775963803151,-3.58046820004626,"protection from non-homologous end joining at telomere","protection from non-homologous end joining at telomere","Replication, recombination and repair","Replication, recombination and repair"
"312","MacN_Rainbow","OG0001548","Ofaveolata018113","Ssiderea001921",1.37006695306522,4.06169462351364,NA,"axonal fasciculation",NA,"Signal transduction mechanisms"
"313","MacN_Rainbow","OG0001780","Ofaveolata010105","Ssiderea049435",1.24029240133548,1.95507617917052,"UPF0554 protein C2orf43 homolog","UPF0554 protein C2orf43 homolog",NA,"Function Unknown"
"314","MacN_Rainbow","OG0001866","Ofaveolata019305","Ssiderea043956",-1.31257908174085,1.28146988006201,"serine-type endopeptidase activity","serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"315","MacN_Rainbow","OG0001873","Ofaveolata017721","Ssiderea046959",-1.2019386969559,-1.28213588944427,"Glycosyl transferase","Glycosyl transferases group 1","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis"
"316","MacN_Rainbow","OG0002144","Ofaveolata000890","Ssiderea022553",-1.77940510187106,-1.03651815855351,"NFX1-type zinc finger-containing protein","NFX1-type zinc finger-containing protein","Replication, recombination and repair","Replication, recombination and repair"
"317","MacN_Rainbow","OG0002263","Ofaveolata024686","Ssiderea017096",-1.53159065901839,-1.5151235190504,NA,"homophilic cell adhesion via plasma membrane adhesion molecules",NA,"Signal transduction mechanisms"
"318","MacN_Rainbow","OG0002395","Ofaveolata030986","Ssiderea006565",1.40600295843356,2.06942972305398,"fibroblast growth factor-activated receptor activity","fibroblast growth factor-activated receptor activity","Signal transduction mechanisms","Signal transduction mechanisms"
"319","MacN_Rainbow","OG0002538","Ofaveolata014814","Ssiderea021625",-1.06846841870972,-1.24910562314503,NA,"Fic/DOC family",NA,"Function Unknown"
"320","MacN_Rainbow","OG0002586","Ofaveolata030575","Ssiderea034030",1.28178258976343,1.41259725069208,"DNA repair protein","repair protein","Replication, recombination and repair","Replication, recombination and repair"
"321","MacN_Rainbow","OG0002871","Ofaveolata018010","Ssiderea002238",-1.30216859054203,1.80333278261536,NA,"trypsinogen activation",NA,"Function Unknown"
"322","MacN_Rainbow","OG0003004","Ofaveolata032422","Ssiderea007654",-1.84863432812044,2.65887341392659,NA,NA,NA,NA
"323","MacN_Rainbow","OG0003060","Ofaveolata032100","Ssiderea048701",-1.65321948763217,-1.82302876125389,"Heat shock 70 kDa protein 12A-like","Heat shock 70 kDa protein 12A-like","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"324","MacN_Rainbow","OG0003070","Ofaveolata011218","Ssiderea050623",3.28408869768002,2.08941420177053,NA,"Nucleus accumbens associated 1, BEN and BTB (POZ) domain containing",NA,"Function Unknown"
"325","MacN_Rainbow","OG0003182","Ofaveolata015291","Ssiderea031448",-1.50953594155441,-2.2551332185127,"regulation of mitotic metaphase/anaphase transition","-","Posttranslational modification, protein turnover, chaperones",""
"326","MacN_Rainbow","OG0003253","Ofaveolata036247","Ssiderea038083",2.52773529810725,4.22723013506015,"Amidohydrolase family","Amidohydrolase family","Nucleotide transport and metabolism","Nucleotide transport and metabolism"
"327","MacN_Rainbow","OG0003313","Ofaveolata004925","Ssiderea011320",-1.34719367640124,1.96302422852404,"cerebellar Purkinje cell layer maturation","Arginine-glutamic acid dipeptide","Transcription","Transcription"
"328","MacN_Rainbow","OG0003629","Ofaveolata024037","Ssiderea005361",-1.94740735456975,-1.84103113223168,"Vacuolar Protein","Vacuolar Protein","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"329","MacN_Rainbow","OG0004108","Ofaveolata008029","Ssiderea009542",1.15278196392431,1.06456054230784,"Ribosomal protein L4","Ribosomal protein L4","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"330","MacN_Rainbow","OG0004205","Ofaveolata029703","Ssiderea023754",2.88782916977826,3.75159874953994,"sodium:proton antiporter activity","sodium:proton antiporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"331","MacN_Rainbow","OG0004258","Ofaveolata005181","Ssiderea016583",1.192445711059,5.00734463556837,"Neurotransmitter-gated ion-channel ligand binding domain","Neurotransmitter-gated ion-channel ligand binding domain","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"332","MacN_Rainbow","OG0004485","Ofaveolata031172","Ssiderea048618",-2.20480515411948,1.3296593165356,"sequence-specific DNA binding","sequence-specific DNA binding","Transcription","Transcription"
"333","MacN_Rainbow","OG0004604","Ofaveolata013633","Ssiderea044691",-1.86620714961555,2.96862861122334,NA,"Required for formation of the RNA induced silencing complex (RISC). Component of the RISC loading complex (RLC), also known as the micro-RNA (miRNA) loading complex (miRLC), which is composed of dicer1, ago2 and tarbp2. Within the RLC miRLC, dicer1 and tarbp2 are required to process precursor miRNAs (pre-miRNAs) to mature miRNAs and then load them onto ago2. ago2 bound to the mature miRNA constitutes the minimal RISC and may subsequently dissociate from dicer1 and tarbp2. May also play a role in the production of short interfering RNAs (siRNAs) from double-stranded RNA (dsRNA) by dicer1",NA,""
"334","MacN_Rainbow","OG0004737","Ofaveolata003318","Ssiderea030027",-3.19325005130109,1.66536661113877,NA,"collagen",NA,"Extracellular structures"
"335","MacN_Rainbow","OG0004748","Ofaveolata007313","Ssiderea058223",1.9029164917935,3.06475449321327,"DNA demethylation of male pronucleus","DNA demethylation of male pronucleus",NA,"Function Unknown"
"336","MacN_Rainbow","OG0005061","Ofaveolata010578","Ssiderea045388",1.32736338922268,1.07094469937454,"Trypsin-like serine protease","Trypsin-like serine protease","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"337","MacN_Rainbow","OG0005146","Ofaveolata030445","Ssiderea037884",1.44659140720079,1.80493510843036,"histone H3-S10 phosphorylation involved in chromosome condensation","histone H3-S10 phosphorylation involved in chromosome condensation","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning"
"338","MacN_Rainbow","OG0005655","Ofaveolata000249","Ssiderea029600",2.0131068654402,1.81485166223503,"serine-type carboxypeptidase activity","serine-type carboxypeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"339","MacN_Rainbow","OG0005954","Ofaveolata031778","Ssiderea006713",-1.18957836079404,5.25415585791682,"ankyrin repeat","ATPase activity, coupled to transmembrane movement of substances","Translation, ribosomal structure and biogenesis","Defense mechanisms"
"340","MacN_Rainbow","OG0006354","Ofaveolata019333","Ssiderea037268",1.4413576107115,-5.24227966959001,"It is involved in the biological process described with","It is involved in the biological process described with","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"341","MacN_Rainbow","OG0006380","Ofaveolata030970","Ssiderea056438",1.28191850140314,1.22849751617566,"RNA binding motif protein","RNA binding motif protein","RNA processing and modification","RNA processing and modification"
"342","MacN_Rainbow","OG0006385","Ofaveolata024791","Ssiderea016771",1.88171559624713,5.24791861981217,"calcium ion binding","calcium ion binding","Signal transduction mechanisms","Signal transduction mechanisms"
"343","MacN_Rainbow","OG0006523","Ofaveolata024440","Ssiderea006119",2.13740554151026,1.81549398886622,"2 iron, 2 sulfur cluster binding","2 iron, 2 sulfur cluster binding",NA,"Function Unknown"
"344","MacN_Rainbow","OG0006550","Ofaveolata026049","Ssiderea021792",-1.28178258976343,-1.02341810903646,NA,"Tudor domain",NA,"RNA processing and modification"
"345","MacN_Rainbow","OG0006604","Ofaveolata030665","Ssiderea013912",-3.0616409706291,2.98640958826336,"heat shock protein binding","regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"346","MacN_Rainbow","OG0006643","Ofaveolata017575","Ssiderea018481",-1.54215733637155,4.87974698893156,"Belongs to the sterol desaturase family","lathosterol oxidase activity","Lipid transport and metabolism","Lipid transport and metabolism"
"347","MacN_Rainbow","OG0006814","Ofaveolata013102","Ssiderea001391",1.78009177457552,-1.30728752246519,"sequence-specific DNA binding","sequence-specific DNA binding","Transcription","Transcription"
"348","MacN_Rainbow","OG0006894","Ofaveolata033691","Ssiderea053633",-1.27287497439429,8.01741808581362,NA,"Von Willebrand factor",NA,""
"349","MacN_Rainbow","OG0007235","Ofaveolata034746","Ssiderea044950",1.85439097832643,2.69584544557012,NA,"regulation of establishment of blood-brain barrier",NA,"Signal transduction mechanisms"
"350","MacN_Rainbow","OG0007422","Ofaveolata026288","Ssiderea039581",1.21223375610056,-2.28571879396879,"CENP-S protein","centromere protein T","Chromatin structure and dynamics","Chromatin structure and dynamics"
"351","MacN_Rainbow","OG0007445","Ofaveolata005254","Ssiderea015912",1.70684280232913,3.83580141832675,"ornithine carbamoyltransferase activity","ornithine carbamoyltransferase activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"352","MacN_Rainbow","OG0007585","Ofaveolata032055","Ssiderea039244",1.80892369054822,1.96459330736923,NA,"DEAD/DEAH box helicase",NA,"RNA processing and modification"
"353","MacN_Rainbow","OG0007602","Ofaveolata009888","Ssiderea051823",1.25134892505224,-1.94367637963047,"planar cell polarity effector","planar cell polarity effector",NA,"Function Unknown"
"354","MacN_Rainbow","OG0007729","Ofaveolata006488","Ssiderea010069",1.97475611358609,-1.33524801194432,"adenosine 3'-phospho 5'-phosphosulfate transporter","adenosine 3'-phospho 5'-phosphosulfate transporter","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"355","MacN_Rainbow","OG0007747","Ofaveolata030402","Ssiderea034170",1.23711303294936,-2.33297987280539,"vesicle fusion with Golgi apparatus","vesicle fusion with Golgi apparatus","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"356","MacN_Rainbow","OG0007750","Ofaveolata020982","Ssiderea012168",-1.82388017238187,-2.57625193373413,"PAP2 superfamily","PAP2 superfamily",NA,"Function Unknown"
"357","MacN_Rainbow","OG0007807","Ofaveolata030950","Ssiderea048874",2.11820764912801,4.01913383881568,"G/U mismatch-specific uracil-DNA glycosylase activity","G/U mismatch-specific uracil-DNA glycosylase activity","Replication, recombination and repair","Replication, recombination and repair"
"358","MacN_Rainbow","OG0008194","Ofaveolata026924","Ssiderea018035",1.10004232432499,2.17632843277223,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"359","MacN_Rainbow","OG0008542","Ofaveolata014037","Ssiderea003449",1.31823161138765,2.12024028908746,"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity","mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"360","MacN_Rainbow","OG0008561","Ofaveolata027250","Ssiderea025588",-1.26531869084996,-1.11930817782859,"Polysaccharide deacetylase","Polysaccharide deacetylase",NA,"Function Unknown"
"361","MacN_Rainbow","OG0008587","Ofaveolata029911","Ssiderea024170",1.44691315163294,1.45598579773837,"Alcohol dehydrogenase GroES-like domain","Alcohol dehydrogenase GroES-like domain","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
"362","MacN_Rainbow","OG0009197","Ofaveolata025991","Ssiderea038867",1.24052799979262,-2.72000198585707,"RanBP-type and C3HC4-type zinc","ranBP-type and C3HC4-type zinc finger-containing protein","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"363","MacN_Rainbow","OG0009198","Ofaveolata010955","Ssiderea055738",-1.94713946437707,3.13273138786893,"ionotropic glutamate receptor activity","ionotropic glutamate receptor activity","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"364","MacN_Rainbow","OG0009296","Ofaveolata031482","Ssiderea048742",1.42009374904032,1.78085954289187,"aminomethyltransferase activity","aminomethyltransferase activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"365","MacN_Rainbow","OG0009387","Ofaveolata000187","Ssiderea022147",1.09652043461403,2.50552511806294,"guanine nucleotide-binding protein","guanine nucleotide-binding protein","",""
"366","MacN_Rainbow","OG0009490","Ofaveolata002891","Ssiderea024554",1.17188578551326,-2.16416950510587,"phytanoyl-CoA dioxygenase activity","phytanoyl-CoA dioxygenase activity","Lipid transport and metabolism","Lipid transport and metabolism"
"367","MacN_Rainbow","OG0009510","Ofaveolata005880","Ssiderea047898",-1.38288265728204,1.08711497708617,"transmembrane transport","transmembrane transport",NA,"Function Unknown"
"368","MacN_Rainbow","OG0009552","Ofaveolata022992","Ssiderea014842",-1.19268228479448,-3.10637003874691,NA,"kinase 36",NA,"Signal transduction mechanisms"
"369","MacN_Rainbow","OG0009652","Ofaveolata025017","Ssiderea021332",1.34259302865908,-1.21201940906684,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"370","MacN_Rainbow","OG0009700","Ofaveolata031851","Ssiderea007204",1.02305265952405,3.25897398518606,"granuloma formation","granuloma formation","Transcription","Transcription"
"371","MacN_Rainbow","OG0009767","Ofaveolata008116","Ssiderea009645",-1.30216859054203,1.39972645118007,"Initiation factor","Initiation factor","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"372","MacN_Rainbow","OG0010040","Ofaveolata003052","Ssiderea024813",-1.24977206798024,-1.05005489632246,"glycine amidinotransferase","glycine amidinotransferase","Amino acid transport and metabolism","Amino acid transport and metabolism"
"373","MacN_Rainbow","OG0010340","Ofaveolata026277","Ssiderea039594",1.65793467837884,4.0401683394645,"snRNA 3'-end processing","Integrator complex subunit 8",NA,"Function Unknown"
"374","MacN_Rainbow","OG0010524","Ofaveolata035924","Ssiderea053980",-1.52678133237299,-2.1705876072387,"hyaluronic acid binding","hyaluronic acid binding","Signal transduction mechanisms","Signal transduction mechanisms"
"375","MacN_Rainbow","OG0010817","Ofaveolata007716","Ssiderea009315",-1.01848700114548,5.31245787772707,"polycystic kidney disease protein 1-like","polycystic kidney disease protein 1-like","",""
"376","MacN_Rainbow","OG0010826","Ofaveolata034866","Ssiderea62489",-1.04662465779602,-2.25019189261576,"K02A2.6-like","K02A2.6-like","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"377","MacN_Rainbow","OG0010926","Ofaveolata014414","Ssiderea004889",1.00135001431358,2.87650641368569,"negative regulation of Arp2/3 complex-mediated actin nucleation","negative regulation of Arp2/3 complex-mediated actin nucleation","Signal transduction mechanisms","Signal transduction mechanisms"
"378","MacN_Rainbow","OG0010995","Ofaveolata007495","Ssiderea044419",1.14821252689506,1.42846894328694,"Belongs to the small heat shock protein (HSP20) family","Belongs to the small heat shock protein (HSP20) family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"379","MacN_Rainbow","OG0011071","Ofaveolata034096","Ssiderea031692",-1.8570231668524,2.04539564249532,"LETM1 domain containing 1","LETM1 domain containing 1","Signal transduction mechanisms","Signal transduction mechanisms"
"380","MacN_Rainbow","OG0011115","Ofaveolata006719","Ssiderea032352",1.89122054601413,-1.03238347962987,"tRNA methylation","tRNA methylation","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"381","MacN_Rainbow","OG0011284","Ofaveolata023237","Ssiderea045978",-2.6703593403228,3.24950848218705,"BRCA1 interacting protein C-terminal helicase 1","BRCA1 interacting protein C-terminal helicase 1","Replication, recombination and repair","Replication, recombination and repair"
