"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid","rel_class","abs_ofav","abs_ssid","delta_log10p","p_ofav","p_ssid","p_ratio","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","treatment"
"Bleaching vs OA.109","CH_LC","OG0011366","Ofaveolata029092","Ssiderea013739",-1.32255408825808,1.06132671151894,"positive regulation of double-strand break repair via nonhomologous end joining","positive regulation of double-strand break repair via nonhomologous end joining",NA,"Function Unknown","Inverse",1.06132671151894,1.32255408825808,0.26122737673914,0.0868306972624329,0.0475823526896114,1.824850860756,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.110","CH_LC","OG0011384","Ofaveolata023563","Ssiderea049941",1.12218096271755,-4.74903048608504,"nitric oxide catabolic process","nitric oxide catabolic process","Energy production and conversion","Energy production and conversion","Inverse",4.74903048608504,1.12218096271755,3.62684952336749,1.78225365454471e-05,0.0754777659825616,4234.96205436836,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.111","CH_LC","OG0011451","Ofaveolata001473","Ssiderea043685",2.69275815790673,-4.15794653671778,"acid phosphatase activity","acid phosphatase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",4.15794653671778,2.69275815790673,1.46518837881105,6.95109882959864e-05,0.00202881217341924,29.186927465055,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.112","CH_LC","OG0011564","Ofaveolata028249","Ssiderea042578",1.01066443545057,-1.66261263188249,"myristoyl-CoA hydrolase activity","myristoyl-CoA hydrolase activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Inverse",1.66261263188249,1.01066443545057,0.65194819643192,0.0217463997997612,0.0975743270107369,4.48691865822352,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.113","CH_LC","OG0011630","Ofaveolata008513","Ssiderea050500",-1.86807501529104,1.83451542460693,"translocation of peptides or proteins into host cell cytoplasm","translocation of peptides or proteins into host cell cytoplasm","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.83451542460693,1.86807501529104,0.03355959068411,0.0146380954727952,0.0135495535193095,1.08033784669985,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.114","CH_LC","OG0011749","Ofaveolata028853","Ssiderea014404",1.2175221987091,-1.26722564007557,"Protein tyrosine kinase","Protein tyrosine kinase","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.26722564007557,1.2175221987091,0.0497034413664699,0.0540473444049197,0.0606007224029654,1.12125254386132,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.115","CH_LC","OG0011757","Ofaveolata034824","Ssiderea012838",1.0278125389988,-4.00799990529333,"carbohydrate binding","Macrophage mannose receptor 1-like",NA,"","Inverse",4.00799990529333,1.0278125389988,2.98018736629453,9.81748157109945e-05,0.0937966788145646,955.404684340654,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.116","CH_LC","OG0011886","Ofaveolata015525","Ssiderea056864",-1.24057339254133,8.15316843164346,NA,"GTPase activity",NA,"Function Unknown","Inverse",8.15316843164346,1.24057339254133,6.91259503910213,7.02799701485544e-09,0.0574680693870745,8177019.60680992,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.117","CH_LC","OG0011893","Ofaveolata020827","Ssiderea047593",-3.86248306849228,5.72991621875228,"Hepatic leukemia factor","Hepatic leukemia factor","Transcription","Transcription","Inverse",5.72991621875228,3.86248306849228,1.86743315026,1.86244639297204e-06,0.000137251446913928,73.6941731218937,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.118","CH_LC","OG0011908","Ofaveolata029688","Ssiderea023731",-1.83400227195597,2.9422116991084,NA,"glomerular parietal epithelial cell differentiation",NA,"Posttranslational modification, protein turnover, chaperones","Inverse",2.9422116991084,1.83400227195597,1.10820942715243,0.00114232136854879,0.014655401741501,12.8294910215322,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.119","CH_LC","OG0011936","Ofaveolata023203","Ssiderea046063",-2.51949079441212,1.72572391500081,"ribosomal protein S23","Structural constituent of ribosome. It is involved in the biological process described with","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.72572391500081,2.51949079441212,0.79376687941131,0.0188051189562112,0.00302349465778842,6.21966336463334,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.120","CH_LC","OG0012267","Ofaveolata016199","Ssiderea052752",1.79088145103496,-1.80754987582113,"hair follicle maturation","hair follicle maturation","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.80754987582113,1.79088145103496,0.0166684247861699,0.0155757914699588,0.0161852178375058,1.03912651043913,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.121","CH_LC","OG0012306","Ofaveolata030975","Ssiderea051965",-1.20556064047178,1.06857414075135,"protein K63-linked deubiquitination","protein K63-linked deubiquitination","","","Inverse",1.06857414075135,1.20556064047178,0.13698649972043,0.0853937054778022,0.0622930161713536,1.37083915222381,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.122","CH_LC","OG0012435","Ofaveolata004979","Ssiderea046524",-1.70980944007767,1.15869792948004,"phosphatase activity","phosphatase activity","Transcription","Transcription","Inverse",1.15869792948004,1.70980944007767,0.55111151059763,0.069390828130659,0.0195070034115016,3.55722643129007,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.123","CH_LC","OG0012518","Ofaveolata012792","Ssiderea001745",-1.07819722184304,2.54017336823026,NA,"Kielin chordin-like protein",NA,"","Inverse",2.54017336823026,1.07819722184304,1.46197614638722,0.00288288044163917,0.0835223640273366,28.9718445555262,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.124","CH_LC","OG0012560","Ofaveolata010074","Ssiderea049449",-1.09451617748764,2.47828806619507,"lipid transport","lipid transport","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",2.47828806619507,1.09451617748764,1.38377188870743,0.00332438974397452,0.0804421783248915,24.1975774563417,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.125","CH_LC","OG0012576","Ofaveolata001171","Ssiderea029404",-1.39650463588633,1.40672921200108,"plasma membrane repair","plasma membrane repair","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis","Inverse",1.40672921200108,1.39650463588633,0.0102245761147499,0.0391986209193677,0.0401324214295418,1.02382227966884,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.126","CH_LC","OG0012580","Ofaveolata034361","Ssiderea052841",-1.72534822590025,1.60502730700987,"deoxynucleotidyltransferase, terminal, interacting protein 2","deoxynucleotidyltransferase, terminal, interacting protein 2",NA,"Function Unknown","Inverse",1.60502730700987,1.72534822590025,0.12032091889038,0.0248297697895424,0.0188213934776719,1.31923121521253,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.127","CH_LC","OG0012915","Ofaveolata022352","Ssiderea023226",-1.5011806270608,1.6632364746656,"RNA polymerase I transcription factor binding","RNA polymerase I transcription factor binding","Transcription","Transcription","Inverse",1.6632364746656,1.5011806270608,0.1620558476048,0.0217151845849374,0.0315369270083565,1.45229836223598,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.128","CH_LC","OG0013060","Ofaveolata005753","Ssiderea045515",-1.46906631789899,1.83407886746107,NA,"Glycosyl transferases group 1",NA,"","Inverse",1.83407886746107,1.46906631789899,0.36501254956208,0.0146528172303876,0.0339573414885856,2.31746161537888,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.129","CH_LC","OG0013109","Ofaveolata030232","Ssiderea027416",1.01281253676392,-1.78478193483957,"Belongs to the cytochrome P450 family","Belongs to the cytochrome P450 family","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism","Inverse",1.78478193483957,1.01281253676392,0.77196939807565,0.0164141374246229,0.0970928978350751,5.91519952120213,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.130","CH_LC","OG0013122","Ofaveolata008008","Ssiderea009512",1.21940548014602,-4.00319806897947,"-","-","","","Inverse",4.00319806897947,1.21940548014602,2.78379258883345,9.92663220578495e-05,0.0603385014355936,607.844636375568,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.131","CH_LC","OG0002117","Ofaveolata030363","Ssiderea034264",-1.16087049036678,-10.5265467442693,NA,"Belongs to the CRISP family",NA,"Function Unknown","Direct",10.5265467442693,1.16087049036678,9.36567625390252,2.9747690593494e-11,0.0690445668841163,2321005950.60031,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.132","CH_LC","OG0002597","Ofaveolata028471","Ssiderea042652",4.93991262657784,1.12223162453216,"betaine-homocysteine S-methyltransferase activity","betaine-homocysteine S-methyltransferase activity","Amino acid transport and metabolism","Amino acid transport and metabolism","Direct",1.12223162453216,4.93991262657784,3.81768100204568,0.0754689617777562,1.14838463572149e-05,6571.74951930122,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.133","CH_LC","OG0002736","Ofaveolata013974","Ssiderea043950",-3.41470154695567,-1.11815280214334,"rRNA export from nucleus","rRNA export from nucleus","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",1.11815280214334,3.41470154695567,2.29654874481233,0.0761810927358066,0.000384856169556755,197.946918256619,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.134","CH_LC","OG0003684","Ofaveolata014115","Ssiderea003510",-10.0527705896732,-1.01412231303246,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",1.01412231303246,10.0527705896732,9.03864827664074,0.096800519259672,8.85583283977497e-11,1093070759.25037,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.135","CH_LC","OG0003759","Ofaveolata019842","Ssiderea012242",1.09476920414494,4.34501161179472,"cytoskeletal anchoring at plasma membrane","cytoskeletal anchoring at plasma membrane","Extracellular structures","Extracellular structures","Direct",4.34501161179472,1.09476920414494,3.25024240764978,4.51843863198335e-05,0.0803953251222717,1779.27225907642,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.136","CH_LC","OG0003821","Ofaveolata001887","Ssiderea050427",-1.29371997457659,-21.9055515690872,"negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment","negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment",NA,"Function Unknown","Direct",21.9055515690872,1.29371997457659,20.6118315945106,1.24293503822664e-22,0.0508487200462941,4.09101992320072e+20,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.137","CH_LC","OG0003875","Ofaveolata029412","Ssiderea032926",1.25257268841438,6.39775425337873,"DUF167","DUF167",NA,"Function Unknown","Direct",6.39775425337873,1.25257268841438,5.14518156496435,4.00171123541372e-07,0.0559019955866137,139695.226112022,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.138","CH_LC","OG0004583","Ofaveolata014339","Ssiderea004623",-1.28184478608356,-4.55689963676165,NA,"GPI anchor biosynthetic process",NA,"Function Unknown","Direct",4.55689963676165,1.28184478608356,3.27505485067809,2.77396107883449e-05,0.0522582923237799,1883.88700629271,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.139","CH_LC","OG0004628","Ofaveolata027059","Ssiderea042164",-3.11482425464582,-1.04131392798083,"glycerol ether metabolic process","glycerol ether metabolic process","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",1.04131392798083,3.11482425464582,2.07351032666499,0.090925578322423,0.000767672079325273,118.443253012849,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.140","CH_LC","OG0005477","Ofaveolata019329","Ssiderea011427",-1.18050820732203,-6.16379100306595,"enoyl-CoA hydratase isomerase family","enoyl-CoA hydratase isomerase family","Lipid transport and metabolism","Lipid transport and metabolism","Direct",6.16379100306595,1.18050820732203,4.98328279574392,6.85818185549729e-07,0.0659920762925292,96223.864696198,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.141","CH_LC","OG0005716","Ofaveolata003304","Ssiderea046375",1.19032656010389,7.3283934535094,"EF-hand domain family, member","EF-hand domain family, member",NA,"Function Unknown","Direct",7.3283934535094,1.19032656010389,6.13806689340551,4.69468596029234e-08,0.0645168923164573,1374253.6319179,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.142","CH_LC","OG0005731","Ofaveolata026274","Ssiderea039599",-3.53831831945332,-1.06758993798289,"nuclear protein 1","nuclear protein 1",NA,"Function Unknown","Direct",1.06758993798289,3.53831831945332,2.47072838147043,0.0855874450447217,0.000289522073569303,295.616303066559,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.143","CH_LC","OG0006003","Ofaveolata025356","Ssiderea042024",-3.82587577537172,-1.29174436146876,"Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family","Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family","RNA processing and modification","RNA processing and modification","Direct",1.29174436146876,3.82587577537172,2.53413141390296,0.0510805586722031,0.000149322146624808,342.082938310216,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.144","CH_LC","OG0006179","Ofaveolata005586","Ssiderea016156",-4.26395897768949,-1.06925290448453,"Belongs to the eukaryotic ribosomal protein eS4 family","Belongs to the eukaryotic ribosomal protein eS4 family","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",1.06925290448453,4.26395897768949,3.19470607320496,0.0852603469354465,5.44554087555037e-05,1565.69106511076,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.145","CH_LC","OG0006306","Ofaveolata004236","Ssiderea042869",-1.11080459789207,-4.36014267309582,"RNA recognition motif","glutamate dehydrogenase [NAD(P)+] activity","RNA processing and modification","Amino acid transport and metabolism","Direct",4.36014267309582,1.11080459789207,3.24933807520375,4.36372452945676e-05,0.0774810329785995,1775.57113093583,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.146","CH_LC","OG0007046","Ofaveolata017826","Ssiderea048533",-1.25114804376632,-5.873667498465,"scavenger receptor activity","scavenger receptor activity",NA,"Function Unknown","Direct",5.873667498465,1.25114804376632,4.62251945469868,1.33761922338542e-06,0.056085675670158,41929.4779034417,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.147","CH_LC","OG0007574","Ofaveolata028329","Ssiderea042482",-1.1103273396219,-3.54057145023822,"family member","family member",NA,"Function Unknown","Direct",3.54057145023822,1.1103273396219,2.43024411061632,0.000288023915311794,0.0775662258398663,269.304810178344,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.148","CH_LC","OG0007692","Ofaveolata012818","Ssiderea058311",-3.39405328133467,-1.10705315997313,"hydrolase activity","hydrolase activity",NA,"Function Unknown","Direct",1.10705315997313,3.39405328133467,2.28700012136154,0.078153213500957,0.000403595874848117,193.642250507065,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.149","CH_LC","OG0007838","Ofaveolata027156","Ssiderea036731",1.12997295898183,4.03746525807274,"zinc finger","zinc finger","Transcription","Transcription","Direct",4.03746525807274,1.12997295898183,2.90749229909091,9.17349316954234e-05,0.0741356399860652,808.150598860301,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.150","CH_LC","OG0007937","Ofaveolata018344","Ssiderea018698",-1.13509393005214,-7.09088412129869,"Leucine rich repeat","Leucine rich repeat",NA,"Function Unknown","Direct",7.09088412129869,1.13509393005214,5.95579019124655,8.11177467815764e-08,0.0732666053567531,903213.023828635,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.151","CH_LC","OG0008335","Ofaveolata027442","Ssiderea035529",-1.24868782529145,-4.82709093784795,"glutamine biosynthetic process","glutamine biosynthetic process","Amino acid transport and metabolism","Amino acid transport and metabolism","Direct",4.82709093784795,1.24868782529145,3.5784031125565,1.48904924986622e-05,0.0564042949196838,3787.94018564203,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.152","CH_LC","OG0008339","Ofaveolata016948","Ssiderea039355",-8.37720459067641,-1.21065704157955,"60s ribosomal protein","60s ribosomal protein","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",1.21065704157955,8.37720459067641,7.16654754909686,0.0615662864182987,4.19561287374975e-09,14673967.3727989,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.153","CH_LC","OG0008440","Ofaveolata029254","Ssiderea033219",-4.04178241422433,-1.09714063669465,"ribosomal protein","ribosomal protein","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",1.09714063669465,4.04178241422433,2.94464177752968,0.0799575288247189,9.08275471082717e-05,880.322450295888,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.154","CH_LC","OG0008871","Ofaveolata014952","Ssiderea038353",1.03931761426774,3.25670853703678,"Heme oxygenase","Heme oxygenase","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Direct",3.25670853703678,1.03931761426774,2.21739092276904,0.000553721597228355,0.0913444963885038,164.964662468878,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.155","CH_LC","OG0009652","Ofaveolata025017","Ssiderea021332",3.7013695259012,1.27531866796173,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","Amino acid transport and metabolism","Amino acid transport and metabolism","Direct",1.27531866796173,3.7013695259012,2.42605085793947,0.053049504528918,0.000198898026544239,266.717098458082,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.156","CH_LC","OG0009685","Ofaveolata032877","Ssiderea055212",-1.24413528925505,-3.4298799296663,"cysteine-type endopeptidase activity","cysteine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",3.4298799296663,1.24413528925505,2.18574464041125,0.00037163796244546,0.0569986685206927,153.371491291226,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.157","CH_LC","OG0010002","Ofaveolata006572","Ssiderea028103",-4.75774070878992,-1.04043744079463,"Protein phosphatase 1 regulatory subunit 37","Protein phosphatase 1, regulatory subunit","RNA processing and modification","RNA processing and modification","Direct",1.04043744079463,4.75774070878992,3.71730326799529,0.0911092683795954,1.74686478992682e-05,5215.58788665105,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.158","CH_LC","OG0010545","Ofaveolata008780","Ssiderea008288",-3.31013195720764,-1.18551340128831,"translation elongation factor activity","translation elongation factor activity","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",1.18551340128831,3.31013195720764,2.12461855591933,0.0652358910452941,0.000489630026255941,133.235070455409,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.159","CH_LC","OG0010681","Ofaveolata034974","Ssiderea017213",-3.40139594939487,-1.0883320264001,"RNA pseudouridylate synthase","RNA pseudouridylate synthase","RNA processing and modification","RNA processing and modification","Direct",1.0883320264001,3.40139594939487,2.31306392299477,0.0815958317169541,0.000396829592108887,205.619322095729,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.160","CH_LC","OG0010783","Ofaveolata025774","Ssiderea038877",-1.19217962973101,-3.67059259254193,"threonine-type endopeptidase activity","threonine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",3.67059259254193,1.19217962973101,2.47841296281092,0.00021350468408215,0.0642421948455211,300.893608595504,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.161","CH_LC","OG0011504","Ofaveolata016870","Ssiderea039392",1.18050820732203,5.26452449597965,"protein localization to nuclear pore","protein localization to nuclear pore","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Direct",5.26452449597965,1.18050820732203,4.08401628865762,5.43845455754013e-06,0.0659920762925292,12134.3436070519,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.162","CH_LC","OG0011619","Ofaveolata001029","Ssiderea022330",-1.24639423638539,-3.59251641937247,NA,"forebrain anterior/posterior pattern specification",NA,"Transcription","Direct",3.59251641937247,1.24639423638539,2.34612218298708,0.00025555452817314,0.056702964328183,221.882056770938,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.163","CH_LC","OG0012026","Ofaveolata016819","Ssiderea015915",1.04766133302709,3.68400295722175,"Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)","Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",3.68400295722175,1.04766133302709,2.63634162419466,0.000207012725271929,0.0896063251828337,432.854188384449,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.164","CH_LC","OG0012314","Ofaveolata002363","Ssiderea012871",-1.06026455737715,-5.8051427628291,"Haloacid dehalogenase-like hydrolase","Haloacid dehalogenase-like hydrolase",NA,"Function Unknown","Direct",5.8051427628291,1.06026455737715,4.74487820545195,1.56623612675707e-06,0.0870433190227678,55574.8380054245,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.165","CH_LC","OG0012669","Ofaveolata003776","Ssiderea028754",1.03927663283441,3.18471379325938,"SUZ RNA binding domain containing 1","SUZ RNA binding domain containing 1",NA,"Function Unknown","Direct",3.18471379325938,1.03927663283441,2.14543716042497,0.000653561117582074,0.0913531163576062,139.777465182717,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.166","CH_LC","OG0012794","Ofaveolata007988","Ssiderea009471",-3.3990578816785,-1.14268832089202,"transcription by RNA polymerase III","transcription by RNA polymerase III","Transcription","Transcription","Direct",1.14268832089202,3.3990578816785,2.25636956078648,0.0719965488593174,0.000398971724868439,180.455266305045,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"Bleaching vs OA"
"Bleaching vs OA.167","CH_LC","OG0012957","Ofaveolata014949","Ssiderea038386",-1.21709975227098,-4.63682948498321,"Major facilitator superfamily domain-containing protein 6-like","Major facilitator superfamily domain-containing protein 6-like","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",4.63682948498321,1.21709975227098,3.41972973271223,2.30765305393081e-05,0.0606596985481977,2628.63165001651,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Bleaching vs OA"
"OA + Bleaching vs OA.1","LH_LC","OG0000221","Ofaveolata027885","Ssiderea050737",1.61212465423401,-1.08674322284243,"glutathione hydrolase activity","glutathione hydrolase activity","Amino acid transport and metabolism","Amino acid transport and metabolism","Inverse",1.08674322284243,1.61212465423401,0.52538143139158,0.0818948849555006,0.0244272932283988,3.35259761242358,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.2","LH_LC","OG0000290","Ofaveolata010939","Ssiderea019959",-1.27384060370895,1.6817157283916,"GTPase activity","GTPase activity",NA,"Function Unknown","Inverse",1.6817157283916,1.27384060370895,0.40787512468265,0.020810584180869,0.0532303591358617,2.55785030699888,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.3","LH_LC","OG0000298","Ofaveolata028105","Ssiderea035364",-1.94171694812192,1.01884764233117,"Belongs to the AB hydrolase superfamily. Lipase family","Belongs to the AB hydrolase superfamily. Lipase family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.01884764233117,1.94171694812192,0.92286930579075,0.095752992967482,0.011436234497157,8.37277278559528,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
"OA + Bleaching vs OA.4","LH_LC","OG0000402","Ofaveolata009835","Ssiderea051714",-3.0316371433826,1.0508958580955,"Glutathione S-transferase, C-terminal domain","transferase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.0508958580955,3.0316371433826,1.9807412852871,0.0889414369938165,0.000929742870182997,95.6624028494142,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching vs OA"
